"행정구역(시군구)별","항목","단위","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월",
"경기도","총전입[명]","명","134482","182889","204557","180557","194638","160688","136586","150713","144059","200546","190574","162038","119455","182722","212374","202350","210669","184081","161936","189735","187424","204188","201962","199207","183319","212594","232117","235400","224900","172503","169259","190141","189690","240667","215999","182833","154850","199939","213450","203965","206618","193249","181951","180029","167646","214582","195540","192716","148265","211699","215617","173578","166738","155081","146934","174908","143112","171319","176969","195000","152372","185574","216100","195777","189097","170775","149825","193818","178257","184730","189666","191330","160108","222424","242408","192860","204401","199094","161986","192885","181893","208973","238491","254118","220927","219405","207084","191739","189274","161580","164612","183949","150183","218234","202114","197856","174041","210909","206870","197522","194038","183288","181863","176218","163587","180452","159285","167512","132350","200649","210953","178306","170450","174408","171727","181780","180064","190867","187443","196684","157527","203897","226665","187955","183084","170278","161550","174637","146567","179546","190587","186527","156832","192456","205764","169761","172095","154487","144658","181495","151746","167562","177702","187864","140297","207252","182275","163117","162489","142103","144534","152907","133166","169670","171945","175207","150337","181930","162131","160159","157401","154291","151228","145126","125658","160957","164436","181780","140799","186403","173771","160261","150654","150137","153043","147166","138030","165840","152382","173289","143982","163198","195143","165605","156564","164830","159241","166985","148450","174074","173851","181157","148176","175465","172219","140411","152523","147796","152101","182540","152589","170234","181152","183387","147008","186226","172041","136220","147097","138178","141537","169095","172577","147785","164794","165766","178928","193015","192019","162039","166629","149992","159655","171979","135423","183701","176460","171875","176207","180669","168062","163263","159107","136256","162085","164377","148739","164544","150814","166839","167181","212602","214173","168095","159073","166937","165296","185522","183155","168521","169893","192124","170399","199244","211876","171897","155395","151195","157735","172947","162006","153172","162677","167672","148540","162769","147430","126702","139279","126466",
"경기도","총전출[명]","명","121255","170966","187902","165898","178707","148221","122863","140141","133264","180804","166981","141299","105237","167527","190641","179905","184379","164022","141461","166599","165046","180263","179938","182138","155361","188273","204305","207200","195511","149203","145815","165011","163383","209333","191321","158924","136532","182459","192166","183915","185993","178797","163059","160927","151881","196847","174884","175032","126210","192076","196307","159221","153283","144235","133128","162071","133442","158217","162165","169990","138134","172066","198558","181314","174882","157020","140012","181302","167604","172014","175731","169833","149344","211501","228152","181865","194147","187000","154773","182645","175390","199428","223498","233265","209640","210740","195890","181610","179093","153530","157670","178082","145526","210628","191096","180352","166936","204758","199584","187133","183641","174449","173116","167421","155558","172360","150642","159390","128641","194729","203199","172510","165531","170206","165685","174373","170871","181867","174614","179302","145918","189607","210418","174956","170517","158818","151656","164235","138578","169723","178620","173337","148612","185534","198410","164222","165823","151046","138330","174705","147353","164212","171695","176681","134980","200526","176857","156701","155442","135985","138146","145132","127826","164098","166612","159904","142267","174428","156634","154667","150674","148122","142909","138806","121671","158057","160975","172093","134553","181044","169187","155741","146704","141377","145897","141985","134452","163552","151336","168551","140535","158963","186340","158683","149045","157694","152228","157204","139325","164682","165298","168315","138986","165671","162955","132857","142146","137581","138877","167422","141531","157398","169278","170274","138863","177324","162209","129921","139991","132131","133528","158331","158654","137313","151095","152802","164821","177473","177098","149259","152815","136387","144748","155741","123587","168821","162919","157952","165024","169249","158699","153050","145768","124662","147964","148674","137590","155225","143562","156829","157840","198804","192318","147641","147775","154269","154006","168377","167947","157536","158193","179493","149255","178431","196741","159297","146073","140592","147144","157023","151755","146647","154108","158632","143015","160593","145242","123114","135560","122570",
"경기도","순이동[명]","명","13227","11923","16655","14659","15931","12467","13723","10572","10795","19742","23593","20739","14218","15195","21733","22445","26290","20059","20475","23136","22378","23925","22024","17069","27958","24321","27812","28200","29389","23300","23444","25130","26307","31334","24678","23909","18318","17480","21284","20050","20625","14452","18892","19102","15765","17735","20656","17684","22055","19623","19310","14357","13455","10846","13806","12837","9670","13102","14804","25010","14238","13508","17542","14463","14215","13755","9813","12516","10653","12716","13935","21497","10764","10923","14256","10995","10254","12094","7213","10240","6503","9545","14993","20853","11287","8665","11194","10129","10181","8050","6942","5867","4657","7606","11018","17504","7105","6151","7286","10389","10397","8839","8747","8797","8029","8092","8643","8122","3709","5920","7754","5796","4919","4202","6042","7407","9193","9000","12829","17382","11609","14290","16247","12999","12567","11460","9894","10402","7989","9823","11967","13190","8220","6922","7354","5539","6272","3441","6328","6790","4393","3350","6007","11183","5317","6726","5418","6416","7047","6118","6388","7775","5340","5572","5333","15303","8070","7502","5497","5492","6727","6169","8319","6320","3987","2900","3461","9687","6246","5359","4584","4520","3950","8760","7146","5181","3578","2288","1046","4738","3447","4235","8803","6922","7519","7136","7013","9781","9125","9392","8553","12842","9190","9794","9264","7554","10377","10215","13224","15118","11058","12836","11874","13113","8145","8902","9832","6299","7106","6047","8009","10764","13923","10472","13699","12964","14107","15542","14921","12780","13814","13605","14907","16238","11836","14880","13541","13923","11183","11420","9363","10213","13339","11594","14121","15703","11149","9319","7252","10010","9341","13798","21855","20454","11298","12668","11290","17145","15208","10985","11700","12631","21144","20813","15135","12600","9322","10603","10591","15924","10251","6525","8569","9040","5525","2176","2188","3588","3719","3896",
"경기도","시도간전입[명]","명","53077","71241","76292","65396","69266","58622","51516","56317","52664","71236","70190","62354","48999","72731","78957","72401","74162","68088","62265","71524","66817","73202","72010","72993","73398","78694","84897","82609","79889","61124","63035","72237","69713","84691","74615","70149","60720","77086","77127","71138","71212","65457","64498","66472","61167","73701","67956","76449","61354","80470","77886","60811","58542","55411","53327","61761","49621","59047","61172","76381","57519","67509","75192","66047","63831","60174","52352","67517","60337","61730","63184","74769","58196","78680","79707","62099","65067","64199","52593","64996","57927","64998","74656","87498","75750","76292","70835","64227","63946","54646","54291","62525","49665","71456","64509","72911","62194","72862","68902","65360","63683","59907","60229","60074","56427","59645","51428","59923","48016","70703","70236","55960","54588","56534","56249","60439","58774","60825","58765","68727","56940","73788","79589","62851","59345","56142","53817","60329","49347","57575","59784","64044","55424","68048","68355","53635","54325","49317","48556","60846","49544","52073","54217","60276","49957","72526","60727","52344","52294","46520","48535","52761","43248","54890","55330","61265","54395","65783","55807","51367","50178","46215","49264","48372","40580","49960","48634","60384","49562","65829","57592","51231","47403","48270","50237","48044","44567","51229","45887","56852","50886","56835","64617","52113","48568","51788","51392","54173","46947","54242","53514","61741","52595","64475","59752","47685","50429","50243","51099","60642","49338","55167","55207","60860","51727","67282","60201","44877","48660","45829","46942","55420","53547","45604","52940","56108","61952","66583","65327","53339","53704","49631","53777","57197","43584","57844","55347","56928","60399","64687","56472","51493","51495","44177","53244","54658","47609","51044","47517","56459","58312","72578","72667","53329","50621","55129","53352","59995","56778","52869","54107","64774","62410","68704","69107","54257","49343","50064","52650","58310","52623","47797","50661","54473","48598","58539","51985","41842","45175","41548",
"경기도","시도간전출[명]","명","39850","59318","59637","50737","53335","46155","37793","45745","41869","51494","46597","41615","34781","57536","57224","49956","47872","48029","41790","48388","44439","49277","49986","55924","45440","54373","57085","54409","50500","37824","39591","47107","43406","53357","49937","46240","42402","59606","55843","51088","50587","51005","45606","47370","45402","55966","47300","58765","39299","60847","58576","46454","45087","44565","39521","48924","39951","45945","46368","51371","43281","54001","57650","51584","49616","46419","42539","55001","49684","49014","49249","53272","47432","67757","65451","51104","54813","52105","45380","54756","51424","55453","59663","66645","64463","67627","59641","54098","53765","46596","47349","56658","45008","63850","53491","55407","55089","66711","61616","54971","53286","51068","51482","51277","48398","51553","42785","51801","44307","64783","62482","50164","49669","52332","50207","53032","49581","51825","45936","51345","45331","59498","63342","49852","46778","44682","43923","49927","41358","47752","47817","50854","47204","61126","61001","48096","48053","45876","42228","54056","45151","48723","48210","49093","44640","65800","55309","45928","45247","40402","42147","44986","37908","49318","49997","45962","46325","58281","50310","45875","43451","40046","40945","42052","36593","47060","45173","50697","43316","60470","53008","46711","43453","39510","43091","42863","40989","48941","44841","52114","47439","52600","55814","45191","41049","44652","44379","44392","37822","44850","44961","48899","43405","54681","50488","40131","40052","40028","37875","45524","38280","42331","43333","47747","43582","58380","50369","38578","41554","39782","38933","44656","39624","35132","39241","43144","47845","51041","50406","40559","39890","36026","38870","40959","31748","42964","41806","43005","49216","53267","47109","41280","38156","32583","39123","38955","36460","41725","40265","46449","48971","58780","50812","32875","39323","42461","42062","42850","41570","41884","42407","52143","41266","47891","53972","41657","40021","39461","42059","42386","42372","41272","42092","45433","43073","56363","49797","38254","41456","37652",
"강원특별자치도","총전입[명]","명","20167","27240","28329","20365","20786","18377","16651","19536","19117","22319","21836","20680","17129","25420","27962","22365","20038","19146","16205","19621","19915","20840","22333","25793","21173","23779","27172","23429","26181","19369","17914","19355","18358","23069","20751","26330","22174","25855","25527","22566","24730","20606","20793","20454","19334","24400","19196","23661","18943","26413","27505","19342","17957","18122","17073","21053","19099","20206","22542","24647","21392","22406","24953","19767","19227","17662","16242","22051","19731","19691","20403","22164","20915","26988","28314","19951","19838","20395","16279","19502","18735","18530","21906","23155","25737","24876","24286","19805","18805","16008","16884","19278","16067","22518","19967","20951","23550","26027","25983","22059","20169","20341","18705","17944","18433","19145","17937","21900","19519","25531","27293","20392","18689","19759","18507","18711","18376","18876","19799","23739","20427","22870","28393","19935","17575","17974","17183","20322","16892","19287","20515","20365","18598","22444","27002","19665","17846","16942","16557","19835","17108","19787","19404","20889","18710","25055","25429","18471","18238","16702","16701","17281","15638","17999","18203","17469","19387","22535","22902","19265","17391","15798","16129","15600","14346","18157","17350","19057","16030","21023","25057","18848","18267","17014","17100","16477","17072","19944","18596","22941","19038","19540","23654","18197","17295","19296","17745","17140","15783","19842","18169","21426","20120","23257","23483","17715","15995","15898","14964","17116","15714","18666","18753","21803","18522","23477","21771","15430","15883","15639","14486","15950","15381","14119","19835","21160","21088","20077","21369","17163","16936","14585","17393","16510","13650","17767","20066","19794","21694","21212","20616","18628","17508","14676","16224","17743","15502","16178","17691","19954","22167","23144","22074","16900","15922","19094","17746","15527","16250","17277","17736","19517","17653","18990","20811","17827","16609","15807","16691","16305","19701","18585","18596","19528","18837","21403","19075","16251","16812","14808",
"강원특별자치도","총전출[명]","명","21782","29244","29027","21985","22095","19273","17262","19969","19425","22741","22339","21395","18394","27081","29058","23216","20776","19692","17115","20304","20385","21803","23057","23999","25924","26010","28929","24999","26882","20230","19365","20411","19165","24321","22008","25817","26229","28365","27026","23545","25075","20874","20678","21170","19599","23659","20883","25256","20637","28295","27984","20115","18228","18214","17611","21022","18221","21198","23551","26168","22949","23788","26531","20782","19914","18459","16954","22655","20114","20373","21164","23479","22148","28482","29606","20384","20176","21070","16603","20428","19124","19007","22705","24335","26483","26568","24841","20427","19001","16250","17299","19677","16248","22683","20219","21632","24356","26352","25886","21931","19783","19159","18512","18114","18210","19045","17633","21902","20352","26706","25808","19931","18670","19540","18324","18603","18322","18595","19472","23050","21688","24229","27331","19967","17592","18216","17349","19367","16154","18789","19975","20526","19821","23603","25104","18057","17851","16868","16032","19667","16793","19018","18356","20254","19938","26095","23311","18066","17782","16596","16447","17520","15070","18243","18109","18007","20401","23693","21401","18286","17186","15539","16027","15446","13824","17581","16715","18832","17587","22411","23179","18400","17992","17303","17468","16818","16760","19248","18103","21015","19840","20284","23369","17568","15933","17419","17222","17282","15369","18758","18195","21113","20392","24257","23619","17382","16263","15126","14927","16937","15114","18091","18458","21026","19855","24219","21877","15444","15846","14859","14791","15788","14980","13632","18306","20021","22708","21543","21235","17681","16855","14810","17704","16925","13450","17746","19674","19921","22722","22213","20361","18094","17293","14403","16154","17434","15212","15687","16874","19518","22664","23679","22746","17495","14772","18102","16661","14604","15610","16166","16799","18599","18450","19475","20872","17287","15717","15089","15769","15876","18747","17145","17404","18591","18219","20515","18245","15293","16171","14314",
"강원특별자치도","순이동[명]","명","-1615","-2004","-698","-1620","-1309","-896","-611","-433","-308","-422","-503","-715","-1265","-1661","-1096","-851","-738","-546","-910","-683","-470","-963","-724","1794","-4751","-2231","-1757","-1570","-701","-861","-1451","-1056","-807","-1252","-1257","513","-4055","-2510","-1499","-979","-345","-268","115","-716","-265","741","-1687","-1595","-1694","-1882","-479","-773","-271","-92","-538","31","878","-992","-1009","-1521","-1557","-1382","-1578","-1015","-687","-797","-712","-604","-383","-682","-761","-1315","-1233","-1494","-1292","-433","-338","-675","-324","-926","-389","-477","-799","-1180","-746","-1692","-555","-622","-196","-242","-415","-399","-181","-165","-252","-681","-806","-325","97","128","386","1182","193","-170","223","100","304","-2","-833","-1175","1485","461","19","219","183","108","54","281","327","689","-1261","-1359","1062","-32","-17","-242","-166","955","738","498","540","-161","-1223","-1159","1898","1608","-5","74","525","168","315","769","1048","635","-1228","-1040","2118","405","456","106","254","-239","568","-244","94","-538","-1014","-1158","1501","979","205","259","102","154","522","576","635","225","-1557","-1388","1878","448","275","-289","-368","-341","312","696","493","1926","-802","-744","285","629","1362","1877","523","-142","414","1084","-26","313","-272","-1000","-136","333","-268","772","37","179","600","575","295","777","-1333","-742","-106","-14","37","780","-305","162","401","487","1529","1139","-1620","-1466","134","-518","81","-225","-311","-415","200","21","392","-127","-1028","-1001","255","534","215","273","70","309","290","491","817","436","-497","-535","-672","-595","1150","992","1085","923","640","1111","937","918","-797","-485","-61","540","892","718","922","429","954","1440","1192","937","618","888","830","958","641","494",
"강원특별자치도","시도간전입[명]","명","6063","8710","9401","6812","7163","6372","5729","7162","6247","7385","6581","6728","5763","8838","8884","7467","6811","6408","5931","7310","6317","6768","6691","10088","6727","7756","8528","7515","7232","5474","5709","6983","6029","7328","6398","8972","6530","8638","8358","7235","7119","6840","6998","7049","6618","8695","5910","7589","6393","8944","9186","6513","6473","6445","5913","7671","7268","6516","6269","8065","6561","7662","8255","6611","6457","5892","5412","7428","6599","6157","6239","7339","7034","9141","8906","6684","6741","6211","5680","7052","6226","6211","6725","7663","8770","8411","8455","7062","6905","6098","6145","7286","5797","7837","6845","7505","8006","9481","8954","7506","7119","7692","6758","6861","6841","6906","6172","8043","6749","9453","10546","7151","6683","7207","7025","7366","6526","6747","6309","8603","7034","8638","10937","7261","6600","6398","6223","8309","6357","6684","6982","7150","6734","8531","10551","7922","6390","6244","6426","8013","6318","6735","6994","8077","7109","9669","10417","6935","6854","6087","6249","6500","5969","6743","6429","6286","7189","8601","9055","7311","6086","5810","5938","6163","5445","6747","6211","7320","6214","8230","10196","7034","6403","5532","5988","5708","5807","6582","6028","9397","7503","7687","9167","7008","6785","7850","6868","6284","5956","7626","6442","7931","7763","8605","8314","6604","5830","6390","5807","6623","6118","6598","6144","7767","6722","9313","8507","6015","6000","6171","5637","6265","5952","5297","7117","7694","7489","7507","8167","6372","6105","5371","5946","5996","4841","6062","5949","6507","7809","7872","7626","6823","5965","5220","5956","5942","5470","5841","6112","7309","7694","8380","7807","5611","6073","6978","6649","6392","5799","6195","6627","8086","7188","7602","8195","6718","6150","6223","6511","6491","7491","6511","6731","7647","7166","8839","7916","6116","6016","5490",
"강원특별자치도","시도간전출[명]","명","7678","10714","10099","8432","8472","7268","6340","7595","6555","7807","7084","7443","7028","10499","9980","8318","7549","6954","6841","7993","6787","7731","7415","8294","11478","9987","10285","9085","7933","6335","7160","8039","6836","8580","7655","8459","10585","11148","9857","8214","7464","7108","6883","7765","6883","7954","7597","9184","8087","10826","9665","7286","6744","6537","6451","7640","6390","7508","7278","9586","8118","9044","9833","7626","7144","6689","6124","8032","6982","6839","7000","8654","8267","10635","10198","7117","7079","6886","6004","7978","6615","6688","7524","8843","9516","10103","9010","7684","7101","6340","6560","7685","5978","8002","7097","8186","8812","9806","8857","7378","6733","6510","6565","7031","6618","6806","5868","8045","7582","10628","9061","6690","6664","6988","6842","7258","6472","6466","5982","7914","8295","9997","9875","7293","6617","6640","6389","7354","5619","6186","6442","7311","7957","9690","8653","6314","6395","6170","5901","7845","6003","5966","5946","7442","8337","10709","8299","6530","6398","5981","5995","6739","5401","6987","6335","6824","8203","9759","7554","6332","5881","5551","5836","6009","4923","6171","5576","7095","7771","9618","8318","6586","6128","5821","6356","6049","5495","5886","5535","7471","8305","8431","8882","6379","5423","5973","6345","6426","5542","6542","6468","7618","8035","9605","8450","6271","6098","5618","5770","6444","5518","6023","5849","6990","8055","10055","8613","6029","5963","5391","5942","6103","5551","4810","5588","6555","9109","8973","8033","6890","6024","5596","6257","6411","4641","6041","5557","6634","8837","8873","7371","6289","5750","4947","5886","5633","5180","5350","5295","6873","8191","8915","8479","6206","4923","5986","5564","5469","5159","5084","5690","7168","7985","8087","8256","6178","5258","5505","5589","6062","6537","5071","5539","6710","6548","7951","7086","5158","5375","4996",
"충청북도","총전입[명]","명","17734","24235","25808","19256","20058","17616","14600","17770","16812","21988","20822","18456","17213","23725","25687","20276","17932","16268","14647","17068","17301","19743","18483","22485","22333","21230","26344","22512","19842","15660","15231","20872","16842","21679","19638","21388","19452","23709","23379","19602","18909","17736","18695","23286","18161","23382","19340","20764","17530","24363","24635","18747","17804","16788","17967","19685","15074","18124","18014","22436","19913","22126","23844","20704","18325","17144","14621","19037","18071","19556","20974","21592","19595","26156","25591","18401","18800","22359","18505","20178","18237","18425","19040","20690","24498","25647","23502","20274","22356","18068","18632","21212","16299","22210","19884","20851","22299","25726","24373","20744","18740","17172","17422","21004","19664","21230","16871","19427","17379","23415","24223","19406","17580","19560","18103","18507","17921","18774","17186","20818","18707","21605","23348","18247","16435","21680","18407","19527","15879","18992","20264","22580","19342","22402","23249","18600","18132","17076","16372","19633","17068","18730","18284","19706","17178","22622","20848","17516","17176","15807","17242","16697","14653","18398","16713","17413","17218","19979","20314","19322","17058","17100","18288","16447","14295","19206","16784","19962","16093","20323","18850","20660","17741","17440","17220","17009","15801","18326","16568","19913","18060","18098","22178","17890","15353","19698","17711","16199","14307","17464","16401","21267","17449","19374","20021","16527","16024","14684","14742","16696","14253","16509","17612","18788","16809","20859","19145","15093","15601","15333","15148","16739","15261","13354","15944","17891","19100","19384","21672","17325","16609","13981","15097","16365","14140","23688","20000","21525","21634","20595","17892","16665","16272","13028","14167","16609","15404","20353","18601","20176","20320","20845","22105","16583","16664","20531","17247","15964","17004","18901","18625","25106","20302","20952","20652","18142","16237","17823","16083","15833","16286","16177","15915","19898","16260","19541","18547","14661","15363","15406",
"충청북도","총전출[명]","명","18723","24961","26095","19652","20214","17801","14991","18081","16721","21947","21008","19365","17512","24211","25567","20041","18685","17148","15299","17960","18118","20263","19587","24965","22045","22715","26230","23324","20321","16178","16317","21495","17287","22105","20458","23298","20256","24736","24238","19864","19529","18161","18732","22930","18054","23620","19333","23043","17520","25058","24939","18766","18289","17158","17145","19891","16024","18934","19440","23820","20908","23274","23992","20836","18478","17209","14738","19205","18160","19492","21212","23111","20276","26641","25647","17995","18413","21772","17423","19861","17536","18213","19083","21367","24405","25544","22952","19738","21808","17723","17963","20682","15822","21463","19138","20503","22347","25183","23414","19871","17794","16597","17090","20410","18631","20203","16637","19582","17738","23519","24023","18854","17365","19052","17886","18356","17321","18137","16986","21114","18925","21593","23344","18001","16011","20762","17985","19128","15363","18254","19151","21190","18791","21706","22650","17642","17520","16636","15698","18862","16433","17857","17214","19506","17288","22870","20079","16805","16809","15211","16638","16479","14055","17534","16607","17247","17487","20596","20358","18701","16657","15988","18204","16501","13964","18317","16492","19595","16363","20470","19187","19391","17555","16743","16858","16690","15332","18128","16639","20221","18712","18742","21946","17641","14872","17932","18383","16518","14333","17273","16280","20556","17631","19842","19717","15721","15220","14382","14375","16554","13948","15935","16534","17809","16797","20587","19379","14363","15685","15310","15060","16726","15102","13116","15352","17438","19359","19052","21085","16899","15971","14062","14754","16302","13837","22666","19421","20329","21478","20772","17929","15827","15798","13201","14373","16472","15284","20000","18214","19483","20743","21342","22830","17433","16422","19437","16684","15657","16600","18006","17757","23530","21205","21225","20853","17260","15283","16673","15852","15937","16475","15713","15329","19033","16324","19187","17359","14051","15089","14999",
"충청북도","순이동[명]","명","-989","-726","-287","-396","-156","-185","-391","-311","91","41","-186","-909","-299","-486","120","235","-753","-880","-652","-892","-817","-520","-1104","-2480","288","-1485","114","-812","-479","-518","-1086","-623","-445","-426","-820","-1910","-804","-1027","-859","-262","-620","-425","-37","356","107","-238","7","-2279","10","-695","-304","-19","-485","-370","822","-206","-950","-810","-1426","-1384","-995","-1148","-148","-132","-153","-65","-117","-168","-89","64","-238","-1519","-681","-485","-56","406","387","587","1082","317","701","212","-43","-677","93","103","550","536","548","345","669","530","477","747","746","348","-48","543","959","873","946","575","332","594","1033","1027","234","-155","-359","-104","200","552","215","508","217","151","600","637","200","-296","-218","12","4","246","424","918","422","399","516","738","1113","1390","551","696","599","958","612","440","674","771","635","873","1070","200","-110","-248","769","711","367","596","604","218","598","864","106","166","-269","-617","-44","621","401","1112","84","-54","331","889","292","367","-270","-147","-337","1269","186","697","362","319","469","198","-71","-308","-652","-644","232","249","481","1766","-672","-319","-26","191","121","711","-182","-468","304","806","804","302","367","142","305","574","1078","979","12","272","-234","730","-84","23","88","13","159","238","592","453","-259","332","587","426","638","-81","343","63","303","1022","579","1196","156","-177","-37","838","474","-173","-206","137","120","353","387","693","-423","-497","-725","-850","242","1094","563","307","404","895","868","1576","-903","-273","-201","882","954","1150","231","-104","-189","464","586","865","-64","354","1188","610","274","407",
"충청북도","시도간전입[명]","명","5809","8712","8690","6496","6855","5903","4946","6274","5695","6810","6330","5651","5589","9001","8849","7041","6101","5405","5132","5996","5488","5994","5605","6165","7592","7356","8569","7118","6531","5066","5094","6374","5539","6711","6040","5984","6368","8623","7623","6665","6020","5962","5864","6729","5866","7084","6324","6244","6296","8884","8572","6560","5987","5940","6625","7811","5112","5742","5601","7346","6257","7633","8113","6549","6114","5833","5315","7104","6189","6231","6162","7026","6578","9171","8950","6567","6838","6959","6165","7294","6270","6208","6560","7635","8271","9049","8290","7033","6732","5711","6139","7363","5556","7913","7050","7471","7621","9266","8883","7366","6801","6320","6275","6478","6672","6821","5482","6852","6291","8717","8513","6671","6107","6480","6148","6708","6567","6446","5855","7153","6481","8172","8785","6695","6069","6463","5945","7003","5617","6587","6936","7851","6863","8682","8554","6574","6466","6058","5791","7339","6176","6723","6519","7170","6627","9268","8191","6611","6249","5677","5828","6186","5291","6604","5831","6439","6775","8047","7269","6587","5904","5831","5704","5740","5045","6541","5731","6840","6177","8551","7335","7177","6098","6020","6079","6204","6039","6523","5771","7356","7009","7633","8636","6522","5881","7655","6139","6186","5322","6528","5905","7946","6926","8225","7984","6434","6150","5812","5471","6405","5354","5937","6516","7309","6558","9010","7664","6419","6043","5708","5554","6339","5738","5083","6296","6940","7581","8247","8219","6383","6409","5368","6229","6352","4782","6856","6090","7500","8089","8243","7275","6734","6180","4928","5631","6039","5484","5889","5955","7565","7464","8377","7741","5536","6126","7391","6218","6251","6016","6189","6537","8896","7169","7966","8215","6761","6387","6957","6428","6479","6835","5866","6127","7680","6578","8937","8520","5972","6064","5708",
